Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc00g023030.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11142367;11142776;11143027,11142549;11142949;11143122,-;-;-,453,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023040.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11143427;11143800;11143993;11144637,11143696;11143907;11144371;11144941,-;-;-;-,1062,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023050.2,SL3.0ch00;SL3.0ch00,11146252;11146751,11146632;11146810,-;-,441,0,0,0,0,2,0,0,0,0,0,0,0
gene:Solyc00g023250.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11156839;11157097;11157237;11157779;11158016;11158193,11157009;11157143;11157321;11157855;11158095;11158455,-;-;-;-;-;-,723,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023260.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11160797;11161094;11161712;11161898,11160987;11161277;11161789;11162683,-;-;-;-,1239,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023270.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11162877;11164795;11165019;11165218,11163113;11164926;11165125;11165275,+;+;+;+,534,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023470.1,SL3.0ch00;SL3.0ch00,11176288;11176744,11176660;11177417,+;+,1047,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023570.1,SL3.0ch00,11184359,11184688,-,330,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023580.1,SL3.0ch00,11184929,11185186,+,258,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023590.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11187358;11188565;11189429,11187471;11188879;11190057,+;+;+,1058,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023600.2,SL3.0ch00,11191351,11191611,+,261,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023700.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11197109;11197360;11197748,11197273;11197456;11198082,+;+;+,597,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g023710.1,SL3.0ch00,11198970,11199671,-,702,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024010.1,SL3.0ch00,11219516,11219842,+,327,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024020.1,SL3.0ch00,11220304,11221152,-,849,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024030.1,SL3.0ch00,11221340,11222587,+,1248,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024040.1,SL3.0ch00;SL3.0ch00,11222972;11224105,11224015;11224494,-;-,1434,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024050.1,SL3.0ch00,11225204,11225842,+,639,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024150.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,11226559;11228458;11228849,11226995;11228653;11229211,+;+;+,996,0,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc00g024160.2,SL3.0ch00;SL3.0ch00,11229479;11230062,11229973;11230391,-;-,825,48,58,30,34,43,210,153,485,36,286,137,66
gene:Solyc00g024370.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11242436;11242833;11243136;11243482;11243701;11243918;11244251;11244963;11245420;11246593;11247541,11242608;11243055;11243227;11243625;11243844;11244150;11244878;11245344;11245721;11247182;11247842,+;+;+;+;+;+;+;+;+;+;+,3213,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g024570.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11261567;11262766;11263022,11262670;11262945;11263402,+;+;+,1665,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024670.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11268398;11269398;11269585;11269798,11268902;11269473;11269700;11270255,+;+;+;+,1155,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024680.2,SL3.0ch00;SL3.0ch00,11271831;11272096,11271881;11272452,+;+,408,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g024690.1,SL3.0ch00,11272556,11272774,+,219,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025290.1,SL3.0ch00,11315893,11316378,+,486,0,2,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g025300.1,SL3.0ch00,11317102,11317263,-,162,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025400.2,SL3.0ch00;SL3.0ch00,11324197;11325110,11324376;11325650,-;-,721,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025500.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11328443;11328897;11329607,11328741;11329535;11329796,-;-;-,1128,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025510.1,SL3.0ch00,11331326,11331532,+,207,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025520.1,SL3.0ch00,11331577,11331768,-,192,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025530.1,SL3.0ch00,11331936,11332718,+,783,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025540.2,SL3.0ch00,11333022,11334209,-,1188,0,2,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025650.2,SL3.0ch00,11336257,11337757,+,1501,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g025660.1,SL3.0ch00,11342081,11343223,+,1143,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026160.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11374265;11375735;11376778;11377879,11374592;11375972;11377475;11378380,+;+;+;+,1766,4,0,2,0,2,0,0,0,0,0,0,0
gene:Solyc00g026165.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11410798;11415906;11416182;11417884;11418448,11410932;11415930;11416255;11417931;11418630,+;+;+;+;+,465,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026860.1,SL3.0ch00;SL3.0ch00,11418427;11418717,11418664;11419825,-;-,1347,4,2,0,2,0,0,2,0,0,0,4,2
gene:Solyc00g026870.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11419883;11420271;11421237,11420129;11421166;11421491,-;-;-,1398,0,0,0,0,2,0,0,0,0,0,0,2
gene:Solyc00g026875.1,SL3.0ch00;SL3.0ch00,11421543;11421793,11421788;11421855,-;-,309,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026890.1,SL3.0ch00,11422223,11422627,+,405,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026900.1,SL3.0ch00,11423029,11423391,-,363,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026903.1,SL3.0ch00;SL3.0ch00,11423436;11424519,11423870;11425577,+;+,1494,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g026905.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11434899;11435337;11435956;11436160;11436381,11435237;11435863;11436088;11436295;11436456,-;-;-;-;-,1211,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g026907.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11436499;11437287;11437484;11437645;11438222;11438497;11445343,11436855;11437397;11437561;11438106;11438472;11439049;11445381,-;-;-;-;-;-;-,1851,0,0,0,2,0,2,0,0,0,0,1,0
gene:Solyc00g027640.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11469153;11469281;11469440;11469567;11469726;11469928,11469188;11469354;11469494;11469629;11469853;11470006,+;+;+;+;+;+,435,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027650.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11470810;11471184;11471739,11470862;11471659;11471818,+;+;+,609,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027660.2,SL3.0ch00,11472972,11473718,+,747,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027670.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11474373;11474631;11474774;11474938;11475098,11474516;11474682;11474856;11475031;11475777,+;+;+;+;+,1053,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027770.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11477331;11478925;11479117;11479619;11482331;11482741,11477983;11479029;11479194;11479806;11482504;11483279,+;+;+;+;+;+,1737,775,849,929,1002,1089,978,1220,1125,1195,1216,1308,1194
gene:Solyc00g027970.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11490488;11491554;11491810,11490816;11491590;11492052,+;+;+,609,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027980.1,SL3.0ch00,11492536,11493102,+,567,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g027990.1,SL3.0ch00;SL3.0ch00,11496029;11496513,11496393;11497365,+;+,1218,2,0,0,0,0,0,0,0,0,1,0,0
gene:Solyc00g028090.2,SL3.0ch00,11497474,11498322,-,849,2,0,2,0,0,0,0,0,0,0,0,0
gene:Solyc00g028100.1,SL3.0ch00,11499679,11499840,-,162,0,2,0,0,0,0,0,0,0,2,0,0
gene:Solyc00g028110.2,SL3.0ch00,11500089,11500907,+,819,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc00g028120.1,SL3.0ch00;SL3.0ch00,11501833;11503774,11503661;11504347,+;+,2403,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g028420.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11522544;11523106;11523251,11522741;11523180;11523328,-;-;-,351,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g028520.2,SL3.0ch00,11525276,11525974,-,699,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g028530.2,SL3.0ch00,11527310,11528161,-,852,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g028540.2,SL3.0ch00,11528204,11528992,+,789,0,0,2,2,2,0,0,0,0,0,0,0
gene:Solyc00g028550.2,SL3.0ch00,11529282,11530930,-,1649,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g028560.1,SL3.0ch00,11531005,11532006,-,1002,0,0,0,0,0,0,0,0,0,2,2,2
gene:Solyc00g028760.1,SL3.0ch00,11539779,11540384,+,606,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g028960.1,SL3.0ch00,11557771,11558082,-,312,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029060.1,SL3.0ch00;SL3.0ch00,11559387;11559646,11559535;11559760,-;-,264,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029070.2,SL3.0ch00,11560046,11560456,+,411,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029080.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11561411;11561563;11561749;11562218;11562521;11562829;11563081;11563873;11564042;11564830;11565058,11561475;11561669;11562143;11562464;11562783;11563028;11563819;11563994;11564221;11565004;11565435,+;+;+;+;+;+;+;+;+;+;+,2871,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029090.1,SL3.0ch00,11565654,11565899,-,246,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029190.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,11566414;11566853;11568378,11566713;11567470;11569107,+;+;+,1648,2,4,2,0,2,2,2,0,0,2,0,2
gene:Solyc00g029290.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11572764;11573195;11575393;11576019,11573053;11573623;11575717;11576105,-;-;-;-,1131,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g029300.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11576631;11576895;11577403;11577802;11578110;11578678;11579158,11576731;11577069;11577723;11578056;11578598;11578959;11579322,+;+;+;+;+;+;+,1788,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g029500.1,SL3.0ch00,11590078,11590266,-,189,0,0,0,0,2,0,0,0,0,0,0,0
gene:Solyc00g030000.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11619938;11620888;11621669;11621949;11622899;11623646;11624466,11620405;11621238;11621838;11622117;11623111;11623753;11624489,-;-;-;-;-;-;-,1503,0,0,2,0,0,0,0,2,4,8,0,0
gene:Solyc00g030100.1,SL3.0ch00,11625846,11626019,+,174,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g030105.1,SL3.0ch00;SL3.0ch00,11628218;11631997,11628227;11632784,-;-,798,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g030110.2,SL3.0ch00;SL3.0ch00,11631909;11632958,11632768;11633123,+;+,1026,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g030210.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11633575;11634092;11634554;11636449;11638026,11634024;11634283;11635658;11637975;11638235,+;+;+;+;+,3484,0,1,0,0,0,0,2,2,2,0,0,0
gene:Solyc00g030215.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11642699;11644480;11644580;11647504,11642857;11644540;11644586;11647547,-;-;-;-,271,2,0,2,0,0,0,0,0,0,0,2,0
gene:Solyc00g030510.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11651549;11652151;11652549;11653528,11651678;11652450;11653064;11653819,+;+;+;+,1238,1347395,1380529,1317673,1271386,1336355,1727007,1539962,1552917,1569988,1565306,1741882,1675116
gene:Solyc00g030520.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11655864;11656715;11656914;11657147;11657270,11656240;11656834;11657022;11657150;11657277,-;-;-;-;-,618,4794,5027,5191,5911,5887,5875,6502,6046,6722,6785,6536,6851
gene:Solyc00g030820.1,SL3.0ch00;SL3.0ch00,11676013;11676948,11676142;11677156,-;-,339,4,2,2,0,0,2,0,4,0,6,2,0
gene:Solyc00g031020.2,SL3.0ch00,11683142,11683873,-,732,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031030.1,SL3.0ch00,11685154,11686119,+,966,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031040.1,SL3.0ch00;SL3.0ch00,11686202;11686974,11686903;11687156,+;+,885,0,0,0,0,0,0,0,0,4,0,0,0
gene:Solyc00g031050.1,SL3.0ch00,11687274,11688656,-,1383,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031060.2,SL3.0ch00,11688703,11689173,+,471,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031360.2,SL3.0ch00,11701877,11702341,-,465,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031370.2,SL3.0ch00;SL3.0ch00,11702435;11703434,11703374;11703969,+;+,1476,0,0,0,0,2,0,2,0,2,0,0,4
gene:Solyc00g031380.2,SL3.0ch00;SL3.0ch00,11704153;11704875,11704761;11704919,-;-,654,0,2,0,0,1,0,0,1,0,0,0,0
gene:Solyc00g031383.1,SL3.0ch00,11704357,11704794,+,438,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031387.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11704821;11705148;11706461,11705117;11705566;11706548,+;+;+,804,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031390.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11704963;11705180;11706373;11706726;11707485;11707899;11708382;11708730,11705084;11705587;11706628;11707387;11707733;11708034;11708671;11708907,-;-;-;-;-;-;-;-,2301,0,0,0,0,4,0,0,0,0,0,2,0
gene:Solyc00g031490.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11709190;11709790;11710458,11709586;11710239;11710546,-;-;-,936,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031500.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11711100;11711662;11712128;11713241,11711292;11711888;11712324;11714108,-;-;-;-,1485,0,0,0,0,0,0,0,2,0,0,0,2
gene:Solyc00g031700.2,SL3.0ch00,11720761,11721702,+,942,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g031710.2,SL3.0ch00,11723199,11723894,-,696,0,0,0,0,0,2,0,0,0,0,0,0
gene:Solyc00g031720.2,SL3.0ch00,11724061,11724405,+,345,0,0,0,2,0,0,0,0,0,0,1,0
gene:Solyc00g031730.1,SL3.0ch00,11725912,11726742,+,831,0,0,2,0,2,0,0,0,0,0,4,0
gene:Solyc00g032030.2,SL3.0ch00,11739284,11739712,-,429,9,17,7,5,5,21,17,9,23,11,11,17
gene:Solyc00g032035.1,SL3.0ch00;SL3.0ch00,11768820;11769276,11769139;11769366,-;-,411,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g032940.1,SL3.0ch00;SL3.0ch00,11795752;11795925,11795849;11796153,+;+,327,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g032943.1,SL3.0ch00;SL3.0ch00,11805227;11805457,11805363;11806216,+;+,897,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g032947.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11829108;11829380;11830680,11829114;11829591;11830799,-;-;-,339,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033860.2,SL3.0ch00;SL3.0ch00,11848938;11850165,11849779;11850381,-;-,1059,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033870.2,SL3.0ch00;SL3.0ch00,11850426;11850838,11850723;11851076,-;-,537,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033880.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11851950;11852485;11852839,11852277;11852741;11853015,-;-;-,762,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033885.1,SL3.0ch00;SL3.0ch00,11853554;11853938,11853891;11854598,+;+,999,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033890.1,SL3.0ch00;SL3.0ch00,11853858;11854282,11854221;11854553,-;-,636,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g033990.2,SL3.0ch00,11854937,11855632,-,696,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g034000.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11857610;11858015;11858805,11857939;11858692;11859134,+;+;+,1338,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g034010.2,SL3.0ch00,11860348,11860782,+,435,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g034810.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,11903215;11903573;11904063;11904202;11904394,11903331;11903653;11904115;11904310;11904459,-;-;-;-;-,426,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g035010.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,11914223;11915230;11916183,11915167;11916066;11916884,-;-;-,2484,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g035020.1,SL3.0ch00;SL3.0ch00,11917311;11918748,11917736;11919308,+;+,987,0,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc00g036320.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,11991967;11992270;11992508,11992181;11992309;11992783,+;+;+,531,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036520.1,SL3.0ch00,12000810,12001367,+,558,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036530.1,SL3.0ch00,12003530,12003685,-,156,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036740.1,SL3.0ch00;SL3.0ch00,12011394;12011945,12011849;12012193,-;-,705,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036750.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12013103;12013766;12014359,12013438;12014224;12014523,-;-;-,960,0,0,0,1,0,0,0,0,2,0,0,0
gene:Solyc00g036760.2,SL3.0ch00,12015654,12016610,+,957,0,0,0,0,0,0,0,0,2,1,2,0
gene:Solyc00g036960.1,SL3.0ch00;SL3.0ch00,12027131;12027654,12027503;12027754,-;-,474,2,0,0,0,0,0,0,0,0,0,0,3
gene:Solyc00g036962.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12097226;12097474;12097684,12097375;12097587;12097734,-;-;-,315,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036964.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12098655;12099061;12099333,12098906;12099249;12099416,-;-;-,525,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g039290.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12149086;12150870;12151475;12152607,12149493;12151136;12151627;12153900,+;+;+;+,2122,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g036968.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12150870;12151475;12152607,12151136;12151627;12153900,+;+;+,1714,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g039990.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12186115;12186312;12186910;12187167;12187407;12187813,12186233;12186409;12187077;12187311;12187469;12187866,-;-;-;-;-;-,647,5,5,6,5,4,4,8,12,8,6,9,7
gene:Solyc00g040290.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,12201148;12201604;12203609,12201467;12202120;12203879,-;-;-,1108,0,0,0,0,0,0,0,0,1,0,0,0
gene:Solyc00g040390.2,SL3.0ch00;SL3.0ch00,12203980;12205739,12204251;12206894,+;+,1428,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g040490.1,SL3.0ch00,12210737,12211105,+,369,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g041090.2,SL3.0ch00;SL3.0ch00,12242774;12242968,12242875;12243150,+;+,285,2,0,0,1,0,2,0,0,0,0,0,0
gene:Solyc00g041190.1,SL3.0ch00,12247350,12247586,-,237,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g041200.2,SL3.0ch00,12247669,12248019,+,351,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g041210.2,SL3.0ch00,12249330,12250307,-,978,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g041215.1,SL3.0ch00,12251475,12252041,-,567,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g041220.2,SL3.0ch00;SL3.0ch00,12251517;12252059,12251982;12252372,+;+,780,0,0,0,0,0,0,0,0,0,0,0,4
gene:Solyc00g042120.2,SL3.0ch00,12295245,12296072,-,828,0,0,0,0,4,0,0,0,0,0,0,0
gene:Solyc00g042130.2,SL3.0ch00,12296924,12298453,+,1530,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g042140.1,SL3.0ch00;SL3.0ch00,12299230;12299708,12299662;12300471,+;+,1197,0,0,0,0,0,0,0,0,0,0,4,0
gene:Solyc00g042640.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12322156;12322968;12323579;12323953;12324818;12325106;12325653,12322657;12323198;12323893;12324362;12325026;12325547;12325802,+;+;+;+;+;+;+,2259,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g042840.1,SL3.0ch00,12333621,12334757,-,1137,0,2,6,0,2,6,12,4,4,8,10,4
gene:Solyc00g042850.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12335956;12336805;12337025;12337399,12336178;12336932;12337168;12337524,+;+;+;+,621,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g042854.1,SL3.0ch00;SL3.0ch00,12378718;12379037,12378963;12379504,+;+,714,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g042858.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12406199;12406491;12406803,12406428;12406571;12406911,-;-;-,420,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g044350.3,SL3.0ch00;SL3.0ch00,12411307;12411577,12411407;12412047,+;+,572,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g044550.1,SL3.0ch00,12423121,12423294,+,174,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g044750.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,12433652;12434127;12435969,12434038;12434236;12436116,-;-;-,645,0,0,0,0,0,0,2,2,0,0,5,1
gene:Solyc00g044755.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12522140;12522324;12522711;12523086,12522143;12522643;12522905;12523754,-;-;-;-,1188,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g046580.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12522245;12522711;12523026,12522643;12522905;12523754,-;-;-,1323,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g047180.1,SL3.0ch00,12551045,12551302,-,258,0,0,0,0,0,0,0,4,0,0,0,0
gene:Solyc00g047190.1,SL3.0ch00,12552419,12552736,+,318,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g047200.1,SL3.0ch00,12554495,12554728,-,234,0,0,0,0,0,0,0,4,0,0,0,0
gene:Solyc00g047700.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,12575869;12576721;12577483;12577627;12578313;12578547;12578766,12576083;12576924;12577530;12577785;12578445;12578615;12579094,-;-;-;-;-;-;-,1157,80,96,116,87,74,119,106,138,99,134,126,127
gene:Solyc00g048510.3,SL3.0ch00;SL3.0ch00;SL3.0ch00,12616042;12616276;12616466,12616147;12616352;12617057,+;+;+,775,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g048515.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,12622944;12623884;12624533,12623097;12624054;12624813,+;+;+,606,0,2,0,0,2,4,0,4,2,0,2,6
gene:Solyc00g049210.1,SL3.0ch00,12651897,12653666,-,1770,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc00g049220.1,SL3.0ch00,12653723,12653929,+,207,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g049520.2,SL3.0ch00;SL3.0ch00,12667386;12668526,12667745;12668662,-;-,497,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g049920.2,SL3.0ch00,12689411,12690109,+,699,0,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc00g050020.2,SL3.0ch00,12690247,12691155,+,909,0,0,0,0,0,0,2,2,0,0,0,2
